date,admin_level,admin_name,water_km2,baseline_km2,anomaly_km2,flood_km2,is_flood
2024-08-24,ADM2,Abadam,257.0436,0.0,0.0,0.0,0
2024-08-25,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abadam,57.0753,0.0,0.0,0.0,0
2024-09-01,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Abadam,802.3374,0.0,802.3374,802.3374,1
2025-01-04,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abadam,790.8876,0.0,790.8876,790.8876,1
2025-01-11,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Abadam,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Abadam,524.8224,0.0,524.8224,524.8224,1
2024-08-22,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Abaji,7.7868,0.0,0.0,0.0,0
2024-08-29,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abaji,5.6556,0.0,5.6556,5.6556,1
2025-01-08,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Abaji,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Abak,0.1188,0.0,0.0,0.0,0
2024-08-24,ADM2,Abak,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Abak,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Abak,0.1449,0.0,0.0,0.0,0
2024-08-29,ADM2,Abak,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abak,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abak,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Abak,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Abak,0.1233,0.0,0.0,0.0,0
2025-01-01,ADM2,Abak,0.0576,0.0,0.0576,0.0576,0
2025-01-03,ADM2,Abak,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Abak,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Abak,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abak,0.0909,0.0,0.0909,0.0909,0
2025-01-08,ADM2,Abak,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abak,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abak,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Abak,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Abak,0.1116,0.0,0.1116,0.1116,0
2025-01-15,ADM2,Abak,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Abakaliki,0.5283,0.0,0.0,0.0,0
2024-08-24,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Abakaliki,0.5993999999999999,0.0,0.0,0.0,0
2024-08-29,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Abakaliki,0.4275,0.0,0.0,0.0,0
2025-01-01,ADM2,Abakaliki,0.2583,0.0,0.2583,0.2583,0
2025-01-03,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abakaliki,0.5472,0.0,0.5472,0.5472,0
2025-01-08,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Abakaliki,0.2772,0.0,0.2772,0.2772,0
2025-01-15,ADM2,Abakaliki,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Abeokuta North,10.8756,0.0,0.0,0.0,0
2024-08-27,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Abeokuta North,10.8549,0.0,10.8549,10.8549,1
2025-01-05,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Abeokuta North,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Abeokuta South,0.4167,0.0,0.0,0.0,0
2024-08-27,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Abeokuta South,0.2484,0.0,0.2484,0.2484,0
2025-01-05,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Abeokuta South,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Abi,13.2462,0.0,0.0,0.0,0
2024-08-24,ADM2,Abi,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Abi,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Abi,14.8518,0.0,0.0,0.0,0
2024-08-29,ADM2,Abi,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abi,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abi,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Abi,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Abi,11.5083,0.0,0.0,0.0,0
2025-01-01,ADM2,Abi,11.1852,0.0,11.1852,11.1852,1
2025-01-03,ADM2,Abi,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Abi,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Abi,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abi,10.7721,0.0,10.7721,10.7721,1
2025-01-08,ADM2,Abi,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abi,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abi,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Abi,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Abi,12.2319,0.0,12.2319,12.2319,1
2025-01-15,ADM2,Abi,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Aboh-Mbaise,0.1503,0.0,0.0,0.0,0
2024-08-24,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Aboh-Mbaise,0.1143,0.0,0.0,0.0,0
2024-08-29,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Aboh-Mbaise,0.126,0.0,0.0,0.0,0
2025-01-01,ADM2,Aboh-Mbaise,0.1368,0.0,0.1368,0.1368,0
2025-01-03,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Aboh-Mbaise,0.0756,0.0,0.0756,0.0756,0
2025-01-08,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Aboh-Mbaise,0.198,0.0,0.198,0.198,0
2025-01-15,ADM2,Aboh-Mbaise,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Abua/Odual,194.3973,0.0,0.0,0.0,0
2024-08-29,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Abua/Odual,114.7203,0.0,0.0,0.0,0
2024-09-03,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Abua/Odual,194.7096,0.0,194.7096,194.7096,1
2025-01-08,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Abua/Odual,108.117,0.0,108.117,108.117,1
2025-01-13,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Abua/Odual,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Adavi,0.0882,0.0,0.0,0.0,0
2024-08-29,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Adavi,0.0882,0.0,0.0,0.0,0
2024-09-03,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Adavi,0.0954,0.0,0.0954,0.0954,0
2025-01-08,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Adavi,0.0423,0.0,0.0423,0.0423,0
2025-01-13,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Adavi,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Ado,0.216,0.0,0.0,0.0,0
2024-08-29,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Ado,0.1134,0.0,0.1134,0.1134,0
2025-01-08,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Ado,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Ado,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Ado Odo/Ota,21.8709,0.0,0.0,0.0,0
2024-08-27,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Ado Odo/Ota,5.5359,0.0,0.0,0.0,0
2024-09-03,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Ado Odo/Ota,14.9517,0.0,14.9517,14.9517,1
2025-01-05,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Ado Odo/Ota,3.8988,0.0,3.8988,3.8988,0
2025-01-13,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Ado Odo/Ota,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Ado-Ekiti,0.2484,0.0,0.0,0.0,0
2024-09-03,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Ado-Ekiti,0.1053,0.0,0.1053,0.1053,0
2025-01-13,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Ado-Ekiti,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Afijio,0.1197,0.0,0.0,0.0,0
2024-08-27,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Afijio,0.0576,0.0,0.0,0.0,0
2024-09-03,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Afijio,0.0423,0.0,0.0423,0.0423,0
2025-01-05,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Afijio,0.0108,0.0,0.0108,0.0108,0
2025-01-13,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Afijio,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Afikpo North,8.2305,0.0,0.0,0.0,0
2024-08-24,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Afikpo North,9.1557,0.0,0.0,0.0,0
2024-08-29,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Afikpo North,7.9353,0.0,0.0,0.0,0
2025-01-01,ADM2,Afikpo North,9.0675,0.0,9.0675,9.0675,1
2025-01-03,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Afikpo North,9.2565,0.0,9.2565,9.2565,1
2025-01-08,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Afikpo North,11.0304,0.0,11.0304,11.0304,1
2025-01-15,ADM2,Afikpo North,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Afikpo South,0.5715,0.0,0.0,0.0,0
2024-08-24,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Afikpo South,1.1187,0.0,0.0,0.0,0
2024-08-29,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Afikpo South,0.6318,0.0,0.0,0.0,0
2025-01-01,ADM2,Afikpo South,0.5571,0.0,0.5571,0.5571,0
2025-01-03,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Afikpo South,0.8982,0.0,0.8982,0.8982,0
2025-01-08,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Afikpo South,1.3329,0.0,1.3329,1.3329,0
2025-01-15,ADM2,Afikpo South,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Agaie,18.0333,0.0,0.0,0.0,0
2024-08-29,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Agaie,25.848,0.0,25.848,25.848,1
2025-01-08,ADM2,Agaie,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Agaie,0.0,0.0,0.0,0.0,0
